"Neighborhood","House.Style","Overall.Qual","Year.Built","Exterior.1st","Exterior.2nd","Mas.Vnr.Area","Foundation","Bsmt.Qual","BsmtFin.Type.1","BsmtFin.SF.1","Total.Bsmt.SF","Gr.Liv.Area","Full.Bath","Kitchen.Qual","Fireplaces","Fireplace.Qu","Garage.Finish","Garage.Cars","SalePrice"
20,3,6,102,10,11,196,2,3,5,888,1116,1116,2,3,1,3,2,2,12.0311238430656
20,3,6,102,7,7,174,2,4,1,0,1064,1350,2,3,1,3,2,2,12.0137007528827
20,8,6,100,7,7,333,2,3,1,0,689,2119,2,3,1,3,2,2,11.9703503120091
16,6,5,102,14,15,0,2,4,1,0,896,1792,2,3,0,0,0,0,11.8204101647182
16,3,5,98,9,9,76,2,3,4,828,1002,1002,1,3,0,0,1,2,11.9083402372249
16,3,6,97,10,11,0,2,3,6,439,1026,1026,1,4,0,0,2,2,11.9576112862317
16,3,5,98,7,7,0,2,3,1,0,1180,1180,1,3,0,0,2,2,11.7597855429018
16,3,4,98,14,15,0,2,3,5,726,864,864,1,3,0,0,1,2,11.2450460198146
16,3,4,98,9,9,0,2,3,5,191,864,864,1,3,0,1,1,2,11.7320609948869
3,6,6,101,7,7,504,2,3,4,254,483,987,1,3,0,4,1,1,11.6172854802945
3,6,5,98,7,7,312,2,3,2,765,765,1365,1,3,0,0,1,2,11.7360690162844
3,6,5,99,7,7,142,2,3,1,0,630,1302,2,3,0,0,1,1,11.6262541502772
3,6,6,100,7,7,510,2,3,5,162,483,987,1,4,0,0,1,1,11.6784399034478
3,6,5,100,6,6,268,2,3,5,231,630,1302,2,3,0,4,1,1,11.6910716503537
18,3,6,104,10,11,0,2,4,2,958,958,958,2,3,0,0,2,2,11.8758309586596
18,6,6,104,10,3,0,2,4,5,306,804,1548,2,3,1,3,2,2,11.8913619006905
18,6,6,104,10,3,0,2,4,5,566,855,1456,2,3,1,3,1,2,11.9083402372249
18,3,7,103,10,3,0,2,4,5,435,1057,1055,2,3,1,2,2,2,11.7199396343546
18,6,6,102,10,3,0,2,3,5,257,855,1322,2,3,1,2,1,2,11.8981878657609
18,6,6,105,10,3,0,2,4,5,389,855,1456,2,3,1,3,1,2,11.8342840637814
18,6,6,106,10,3,0,2,4,5,320,804,1548,2,3,1,3,1,2,11.8981878657609
18,6,6,106,10,3,0,2,3,5,311,855,1441,2,3,1,3,1,2,11.9083402372249
18,6,6,106,10,3,0,2,4,5,279,855,1456,2,3,1,3,3,2,11.8350089641393
18,3,7,104,10,3,0,2,3,5,536,836,836,1,3,0,4,1,1,11.7636841833174
16,3,5,95,7,7,60,2,3,4,432,892,892,1,3,0,0,2,1,11.5129254649702
16,3,5,94,7,7,165,3,3,4,644,864,1120,1,3,1,3,2,2,11.9103584013811
19,3,10,134,6,6,230,3,5,6,1172,1700,1718,2,5,1,4,3,3,12.7293207892947
19,6,9,135,14,15,726,3,5,6,1360,1776,2772,3,5,3,4,3,3,13.0433201700639
19,6,9,136,14,15,860,3,5,1,0,1926,3140,3,5,2,4,3,3,13.0919041699196
19,3,9,134,14,15,300,3,5,6,1572,1652,1652,2,5,2,5,3,2,12.6915804613119
19,3,8,135,14,15,640,3,4,1,0,1566,1600,2,4,1,4,2,3,12.4541039123522
19,3,8,136,14,15,306,3,5,1,0,2042,2042,2,5,1,4,2,3,12.4423022003927
19,6,9,136,14,15,154,3,5,6,936,1104,2184,2,5,1,4,3,3,12.7218858108072
19,3,9,136,14,15,450,3,5,6,1232,2020,2020,2,5,1,4,2,3,12.9091701569433
19,3,10,137,6,6,305,2,5,6,1436,2006,2020,2,5,1,4,3,3,12.9063468682812
19,6,10,136,6,6,420,3,5,6,1338,1722,2296,2,5,1,4,2,3,13.0213268332266
19,3,10,135,14,15,472,3,5,6,2288,2630,2674,2,5,2,4,3,3,13.3212142361495
19,6,9,136,14,15,424,3,5,1,0,1734,2822,3,5,1,4,2,3,13.2758275359155
19,3,9,136,14,15,302,3,5,1,0,1736,1736,2,5,1,4,2,3,12.7938593104323
19,6,8,135,14,15,20,3,5,6,1230,1508,2520,2,5,1,4,3,3,12.9236685064924
19,3,8,134,14,15,250,3,5,1,0,1709,1717,2,4,1,4,2,3,12.4509776886259
19,3,9,136,14,15,284,3,5,6,1015,1739,1743,2,5,1,4,2,3,12.7218858108072
19,3,8,132,14,15,262,3,5,6,1088,1713,1713,2,5,1,4,3,3,12.5241626741533
19,3,9,134,14,15,122,3,5,6,1037,1504,1531,2,5,1,4,3,3,12.6115377536383
19,3,9,136,14,15,285,3,5,6,1142,1774,1808,2,5,1,4,3,3,12.6884987947745
19,6,9,132,14,15,216,3,5,6,1170,1462,2224,2,5,1,4,3,3,12.7656884334656
19,3,8,132,9,9,42,3,5,6,1039,1836,1836,2,4,1,4,3,3,12.5425448821514
19,3,8,131,14,15,296,3,4,6,1124,3206,1629,2,4,1,4,2,3,12.5567295171433
19,3,7,131,14,15,418,3,4,5,1262,1760,1760,2,4,1,4,3,2,12.5043236693312
19,3,7,137,14,15,268,3,4,1,0,1502,1502,2,4,0,0,2,2,12.359523080243
19,3,10,131,14,15,922,3,5,6,56,2392,2392,2,5,1,5,3,3,12.8642401071941
19,3,9,131,14,15,724,3,5,6,1972,2452,2452,2,5,1,4,3,3,13.0058295611484
19,6,8,131,14,15,186,3,4,1,0,1082,2400,3,4,1,4,3,3,12.5776362019627
19,3,8,134,14,15,383,3,4,1,0,1598,1606,2,4,1,4,2,3,12.4525420221479
19,3,6,133,14,15,240,3,4,5,836,1358,1358,2,4,1,4,2,2,12.2690474446916
19,3,6,133,14,15,135,3,4,5,900,1306,1306,2,4,1,4,2,2,12.1858699382127
19,3,6,133,14,15,135,3,4,6,881,1306,1306,2,4,1,4,2,2,12.1254047424627
19,3,7,135,14,15,176,3,4,6,876,1350,1358,2,4,1,4,2,2,12.2666972673466
19,3,7,135,14,15,166,3,4,6,904,1314,1314,2,4,1,4,2,2,12.3458345879053
19,3,10,132,6,6,730,3,5,6,2146,2492,2492,2,5,1,5,3,3,13.2213033252592
19,3,8,131,14,15,470,3,5,6,1557,2200,2200,2,5,1,4,3,3,12.8544839322487
19,3,9,136,9,9,308,3,5,6,800,1884,1884,2,5,1,4,3,2,12.6760762747759
19,3,9,136,14,15,500,3,5,1,0,1451,1456,2,5,1,4,2,2,12.4231981245188
19,3,8,130,14,15,270,3,5,6,1196,1712,1712,2,4,1,4,2,3,12.5654938151369
19,3,7,131,14,15,163,3,4,1,0,1405,1405,2,4,1,3,2,2,12.0610468734799
19,6,7,131,14,17,106,3,4,6,567,764,1626,2,4,0,0,2,2,12.0610468734799
9,6,7,133,14,15,0,3,4,1,0,728,1456,2,4,1,4,3,2,12.1226910365911
9,6,6,133,14,15,0,3,4,1,0,745,1490,2,4,1,4,3,2,12.0305280730152
9,6,6,133,14,15,0,3,4,1,0,742,1484,2,4,1,4,3,2,12.0668105781967
9,6,6,133,14,15,0,3,4,1,0,684,1560,2,4,1,4,3,2,12.0668105781967
1,3,7,135,14,15,130,3,4,1,0,1373,1555,2,4,1,3,3,3,12.0668105781967
1,3,7,135,14,15,130,3,4,5,988,1386,1569,2,4,1,3,2,3,12.0776709307256
1,3,7,133,14,15,16,3,4,6,16,1346,1504,2,4,1,4,3,2,12.106252310248
1,3,7,133,14,15,16,3,4,6,16,1220,1220,2,4,1,4,3,2,12.1007121298723
9,6,6,130,14,15,0,3,4,1,0,1010,2267,2,4,1,3,2,2,12.2060726455302
9,6,7,132,14,15,200,3,4,1,0,868,1630,2,4,1,4,3,2,12.1521443035046
9,8,8,130,14,15,0,3,4,6,353,408,1419,2,4,1,3,3,2,12.1232343672212
9,6,7,132,14,15,0,3,4,1,0,846,1594,2,4,1,4,3,2,12.1833156584076
9,6,7,131,14,15,0,3,4,6,652,782,1489,2,4,1,4,3,2,12.1652506510099
9,6,7,131,14,15,0,3,4,6,494,698,1342,2,4,1,3,3,2,12.0895388292742
19,3,7,135,14,15,166,3,4,6,904,1314,1314,2,4,1,4,2,2,12.2428866186529
9,6,7,128,14,15,0,3,4,6,300,952,2256,2,4,1,3,3,2,12.3715870840077
9,6,6,128,14,15,40,3,4,6,695,992,2054,2,4,1,3,2,2,12.4049235042753
9,8,7,132,14,15,0,3,4,6,241,384,1374,2,4,0,0,3,2,12.0257490913989
9,6,6,128,14,15,16,3,4,1,0,982,1800,2,3,1,3,3,2,12.0951410848229
9,8,7,127,14,15,0,3,4,1,0,384,1430,2,3,1,3,2,2,11.9576112862317
9,6,7,127,14,15,210,3,4,5,913,1177,2312,2,4,1,3,3,3,12.4090134895269
9,6,6,127,14,15,0,3,4,1,0,841,1675,2,3,1,3,3,2,12.106252310248
9,6,7,127,14,15,298,3,4,5,772,992,2060,2,4,1,3,2,2,12.273731294004
9,8,7,127,14,15,0,3,3,1,0,384,1430,2,3,1,3,3,2,12.0317192583854
17,6,8,127,14,15,673,3,4,6,1163,1252,2365,2,4,1,4,2,3,12.7278382093345
17,6,8,123,14,15,506,3,4,6,689,1462,2794,2,5,1,3,3,3,12.9066918409288
17,6,8,128,14,15,150,3,4,6,1173,1455,2687,2,4,2,3,2,3,12.6977154498794
17,6,7,124,14,15,921,3,4,1,0,1264,2344,2,4,1,3,2,3,12.4874851049684
17,6,7,123,14,15,286,3,4,6,816,1070,2061,2,4,1,3,3,2,12.4684369099977
17,6,8,121,7,7,372,3,4,6,624,1173,2232,2,4,1,3,2,2,12.4819983822834
17,6,8,122,14,15,528,3,4,6,1361,1629,2448,2,4,1,3,2,3,12.9042073676012
17,6,7,122,7,7,0,3,4,6,595,973,1850,2,4,1,4,3,2,12.4211840251471
24,3,8,136,14,15,72,3,4,1,0,1468,1468,2,4,1,4,3,3,12.4073795022352
24,3,8,136,14,15,240,3,4,1,0,1696,1696,2,4,0,4,2,3,12.5245263766487
24,3,8,136,14,15,294,3,4,1,0,1614,1658,2,4,1,4,3,3,12.4587749990859
24,3,8,136,6,6,194,3,4,1,0,1573,1578,2,5,1,4,3,3,12.5675510344332
24,3,8,135,14,15,260,3,4,6,1294,1702,1702,2,4,1,4,2,3,12.5263429075751
24,3,8,134,14,15,206,3,5,6,379,1422,1432,2,4,1,4,3,2,12.4090134895269
24,3,9,133,14,15,198,3,5,6,2158,2458,2490,2,5,2,4,3,3,13.0562235748998
24,6,8,136,14,15,0,3,4,1,0,768,1590,2,4,0,0,2,2,12.2548628096996
24,3,7,136,14,15,101.896800825593,3,5,1,0,1436,1436,2,4,0,0,3,2,12.3238556811866
24,3,8,137,6,6,72,3,4,6,936,1300,1314,2,4,0,1,2,2,12.343466568969
24,3,7,136,14,15,0,3,4,1,0,1402,1402,2,4,0,0,2,2,12.3449646443968
24,3,9,135,14,15,120,3,4,1,0,1530,1530,2,4,1,4,2,3,12.4292161968444
24,3,9,137,6,6,162,3,5,6,1121,1766,1766,2,5,1,4,3,3,12.8236284465392
24,3,8,134,14,15,238,3,4,6,24,1372,1448,2,4,1,4,2,2,12.3821245893105
24,6,10,136,14,15,160,3,5,6,765,1017,2007,2,5,1,5,3,3,12.6443275764613
24,6,8,134,14,15,121,3,5,6,682,900,1795,2,4,1,4,3,3,12.5061772379805
24,6,7,134,6,6,100,3,4,6,812,1092,1550,2,4,0,0,3,2,12.3925522124728
24,3,8,136,14,15,288,3,4,1,0,1836,1836,2,4,1,4,3,2,12.4855965302805
24,3,7,134,14,15,0,3,4,6,1430,1652,1662,2,5,1,4,2,3,12.5810785461536
24,6,7,131,14,15,0,3,4,1,0,912,2094,2,4,1,4,3,2,12.4799093111599
24,3,7,132,14,15,0,3,4,6,410,1221,1221,2,4,0,0,2,2,12.1281111040605
24,6,7,131,14,15,0,3,4,6,410,812,1653,2,4,0,0,2,2,12.2500895309469
23,3,7,135,14,15,0,3,4,1,0,1218,1218,1,4,0,3,2,2,11.9766594812024
23,3,7,134,14,15,0,3,4,6,54,1141,1141,1,4,0,3,2,2,11.9316357998284
23,3,6,132,14,15,0,3,4,1,0,1158,1158,1,4,0,4,3,0,11.8740903141818
23,3,8,132,14,15,264,3,4,4,516,1512,1512,2,4,0,0,2,3,12.2209612580239
23,3,5,132,14,15,0,3,4,1,0,1114,1114,1,4,0,4,1,0,11.8635823365834
23,3,5,131,14,15,0,3,4,6,836,1114,1114,2,4,0,0,1,2,11.9381932003746
23,3,7,136,14,15,140,3,4,1,0,1450,1450,2,4,0,0,2,3,12.3204855642722
23,3,8,133,14,15,366,3,4,6,976,1844,1844,2,4,1,4,3,2,12.4568313638774
23,3,7,129,14,15,0,3,4,6,20,1454,1434,2,4,1,3,2,2,12.1495022940418
23,6,6,120,7,7,0,3,4,6,52,816,1730,2,4,0,3,2,2,12.0523385455881
23,6,6,108,10,11,0,2,4,1,0,626,1217,1,3,1,3,2,1,11.6952470217642
23,3,6,118,10,8,0,3,4,1,0,1332,1332,2,4,0,0,2,2,11.8844890214027
23,6,7,122,14,15,0,3,4,2,36,754,1540,2,4,0,3,2,2,12.1226910365911
23,6,6,114,14,15,141,2,4,3,331,676,1400,2,3,0,0,2,2,11.9953516142145
22,3,5,90,7,11,0,2,3,2,68,980,980,1,3,0,0,1,2,11.6082356447746
22,3,5,105,10,11,153,2,3,4,560,980,980,1,3,0,3,1,2,11.8130300574206
22,3,5,89,9,9,0,2,3,6,660,864,864,1,3,0,0,1,2,11.8565151693603
22,3,5,89,15,11,0,2,3,4,864,864,864,1,3,0,0,1,1,11.7117763237154
22,3,5,93,7,11,0,2,3,3,544,1024,1020,2,3,0,1,1,1,11.7288429711927
22,3,5,91,10,11,0,2,3,5,624,912,912,1,4,0,4,2,1,11.7675676833438
28,3,8,108,14,15,115,2,4,5,1733,2014,2014,2,4,2,4,2,3,12.5245263766487
17,6,7,119,14,15,196,3,4,6,601,975,1755,2,4,1,3,1,2,12.3673407931263
24,6,7,132,9,9,0,3,4,1,0,1376,3005,2,4,1,3,3,3,12.5452198726007
24,6,6,137,14,15,76,3,4,1,0,612,1224,2,4,0,0,2,2,12.0106658491876
24,6,6,137,14,15,76,3,4,6,294,612,1224,2,4,0,4,2,2,12.0652749169136
24,3,6,136,14,15,280,3,4,1,0,1726,1726,2,4,1,4,3,2,12.3104326608544
24,3,6,136,14,15,252,3,4,6,962,1145,1256,1,4,1,4,3,2,12.1807548375459
24,6,6,127,9,9,894,3,4,6,381,729,1471,2,3,0,0,1,2,12.0581525154536
24,6,6,128,9,9,513,3,4,6,507,756,1512,2,4,0,0,1,2,12.1007121298723
24,6,8,127,9,9,456,3,4,6,649,970,1739,2,4,0,0,3,2,12.0581525154536
28,3,7,109,4,4,0,2,4,2,121,1740,1740,1,4,0,0,2,2,12.3950387450428
28,8,8,104,10,11,200,2,3,1,0,392,2499,2,3,1,4,1,2,12.1034860567551
22,3,4,104,10,11,0,2,3,4,1116,1281,1620,2,3,1,3,1,2,11.9183905730784
20,6,6,96,9,9,0,2,3,3,298,727,1556,1,3,0,0,1,2,11.9447078813958
20,3,6,98,7,7,571,2,3,1,0,1442,1442,2,3,1,3,2,2,12.1281111040605
20,3,6,96,4,4,0,2,3,1,0,1489,1489,2,4,1,4,2,2,12.13215696258
20,6,7,101,7,7,240,2,4,5,859,1107,2090,2,3,2,3,2,2,12.2060726455302
20,6,7,102,14,15,0,2,3,6,560,752,2067,2,4,2,3,2,2,12.2356314477717
20,6,6,100,7,11,0,2,3,4,593,723,1395,1,3,1,3,1,2,11.9953516142145
20,8,6,95,7,7,359,2,4,5,528,1680,1724,1,3,1,4,2,2,12.1955171315907
20,3,5,97,7,7,128,2,4,5,553,1288,1336,2,3,1,2,2,2,12.0015054797889
20,3,6,97,7,7,200,2,3,4,955,1216,1216,1,3,0,4,1,1,11.6351430976945
20,6,7,105,7,7,283,3,4,6,432,908,2288,1,4,2,3,2,2,12.3458345879053
20,3,6,105,10,11,360,2,4,5,686,1350,1334,2,3,1,3,2,2,12.0311238430656
20,3,7,126,14,15,0,3,5,2,144,1650,1680,2,4,1,3,3,2,12.2702204653539
20,6,8,129,14,15,0,3,4,6,643,810,1665,2,4,0,0,3,2,12.3327052964635
16,3,5,95,7,7,0,2,3,1,0,1568,1568,1,3,0,0,1,2,11.870599909242
16,3,5,93,14,15,0,2,3,4,338,925,925,1,3,0,0,1,1,11.6741936125664
20,7,6,99,7,7,509,2,4,6,962,1232,1320,2,3,1,4,2,2,12.0581525154536
20,3,6,95,4,16,0,2,3,3,251,1372,1342,2,3,1,4,1,2,11.9922604216448
16,3,4,88,14,15,0,2,3,5,734,894,894,1,3,1,1,1,2,11.8600549960654
16,3,5,87,9,9,0,2,3,4,403,864,864,1,3,0,0,1,1,11.6784399034478
16,3,6,87,15,16,0,2,3,3,612,864,864,1,3,0,0,1,1,11.7558716435806
16,3,4,85,15,16,160,2,3,4,775,1040,1362,1,3,1,4,2,3,11.8493977015914
16,3,5,84,15,16,70,2,3,4,625,1048,1728,2,3,1,4,1,2,12.0874298653994
16,3,5,86,14,15,95,2,3,1,0,1584,1776,2,3,0,3,1,3,11.6082356447746
16,3,6,92,7,11,180,2,3,3,196,1516,1516,1,3,0,0,2,2,12.0257490913989
16,3,5,92,7,7,144,2,3,2,998,1292,1292,1,3,2,4,1,2,11.8851784388723
16,3,5,94,10,11,200,2,3,4,740,1154,1154,1,3,1,1,2,2,11.9447078813958
16,6,5,93,9,9,0,2,3,5,388,744,2140,2,3,1,3,3,2,12.0867258878976
16,8,6,92,9,7,115,2,3,3,564,1127,1445,1,3,1,2,2,2,11.9703503120091
16,3,5,87,9,9,132,2,3,5,991,1041,1041,1,3,0,3,2,1,11.7320609948869
16,3,5,83,15,16,0,2,3,3,100,960,960,1,3,0,4,2,1,11.7117763237154
4,3,4,68,14,15,0,2,3,2,280,420,708,1,2,0,0,0,0,11.3205535723228
4,1,5,78,9,9,161,2,3,2,185,709,1203,1,4,1,3,1,1,11.6082356447746
16,3,6,81,15,16,90,2,3,4,1024,1505,1505,1,3,1,3,2,2,11.9150516718129
16,3,6,81,7,7,238,2,3,6,1285,1416,1644,1,3,2,4,3,2,12.0257490913989
16,3,5,84,9,9,0,2,3,3,504,1050,1050,1,3,0,0,1,1,11.7667921889273
16,1,6,78,14,15,0,2,3,4,120,856,1668,1,3,0,0,1,1,11.8493977015914
16,3,5,78,9,9,0,2,3,5,607,1113,1113,1,4,1,4,1,1,11.8981878657609
16,3,5,95,10,11,0,2,3,1,0,1584,1584,2,3,0,0,1,3,11.7280368445872
16,3,6,89,9,9,3,2,3,3,1312,1453,1453,2,3,1,3,2,2,12.1415341243926
16,3,6,94,9,9,210,2,3,5,1387,1562,1567,2,4,2,4,1,2,12.4529327234617
16,6,7,93,7,7,176,2,3,4,454,768,1986,2,3,3,2,1,2,12.2307652581205
16,6,6,96,14,15,576,2,4,3,448,896,2142,2,4,1,4,3,1,12.173032791452
16,3,6,96,15,16,216,2,2,1,0,1392,1392,1,3,2,3,2,2,11.6082356447746
16,3,6,85,4,4,0,2,3,5,189,1478,1478,1,3,2,4,2,2,11.9608112889623
16,3,6,87,9,9,0,2,3,5,708,988,988,2,4,0,0,1,1,11.9150516718129
16,3,5,84,4,4,0,2,3,3,435,1202,1202,1,3,0,0,2,1,11.6952470217642
16,3,5,83,1,1,0,2,3,3,172,1382,1382,1,4,0,0,1,1,11.9381932003746
16,3,4,84,10,11,0,2,3,3,155,1200,1200,1,3,2,4,1,1,11.8775685785581
16,8,6,90,15,16,399,2,3,3,672,1362,1382,1,3,1,3,1,2,12.0782392740203
16,3,5,82,15,16,650,2,3,3,1213,1297,1297,1,3,1,3,3,2,11.9381932003746
16,3,5,86,15,16,657,3,3,1,0,1866,1866,2,3,0,0,1,2,11.8130300574206
16,3,6,82,9,9,80,2,3,5,490,1062,1062,1,3,0,0,1,1,11.7829526021833
16,3,5,81,9,9,0,3,3,4,428,608,1319,1,3,0,4,1,1,11.7199396343546
16,3,5,79,9,9,0,2,3,3,308,631,1112,1,3,0,4,1,2,11.7440371859336
16,3,4,83,10,11,0,2,3,1,0,1005,1005,1,2,1,3,1,2,11.6526874073454
16,3,5,79,15,16,70,2,3,4,650,1008,1363,1,3,2,3,1,1,12.0130945085477
16,3,5,73,9,9,0,2,3,4,700,793,793,1,2,0,0,1,1,11.6351430976945
16,3,5,80,15,16,0,2,3,6,931,1031,1031,1,4,0,4,1,1,11.8879313655937
16,3,5,81,15,16,140,4,3,4,0,0,1210,1,3,0,0,3,1,11.5415129218221
21,6,3,28,7,7,0,2,2,4,440,978,1699,2,3,0,3,1,2,11.4616321705827
16,6,7,76,16,17,0,2,3,5,699,699,1527,1,3,1,4,1,2,11.9349198750296
16,3,5,78,15,16,0,2,3,4,390,1200,1200,1,3,0,0,3,1,11.7745202026587
16,3,6,76,14,15,0,2,3,5,680,972,972,1,3,1,4,1,1,11.7905572015685
21,3,3,86,9,9,0,2,3,1,0,792,792,1,3,0,4,1,1,11.5119249646366
21,1,5,44,7,7,0,2,2,1,0,660,1656,2,3,0,0,1,1,11.8130300574206
21,6,4,28,9,9,0,1,2,1,0,405,1039,1,3,0,4,1,1,11.6439537273766
21,3,5,53,9,9,0,1,3,1,0,1054,1078,1,5,0,0,1,1,11.7360690162844
21,1,4,43,9,9,0,1,3,1,0,1313,2377,2,4,1,3,1,2,11.869900363918
21,6,7,38,14,15,0,3,3,1,0,560,1690,2,4,0,0,1,2,11.9608112889623
21,1,4,48,5,5,0,3,3,5,315,840,1374,1,3,0,3,3,1,11.5617156291397
21,3,5,48,15,16,0,1,3,1,0,720,846,1,4,0,4,3,2,11.5711943730942
21,3,3,18,14,15,0,1,3,1,0,630,725,1,3,0,0,1,1,11.2708539037705
16,6,6,97,9,9,480,2,3,1,0,1248,2544,2,3,0,0,2,3,12.1547793511426
16,3,6,91,7,7,295,2,3,3,384,1380,1380,1,3,0,0,1,1,11.9447078813958
16,3,6,95,7,7,0,2,3,4,872,1040,1040,1,3,1,1,2,2,12.0015054797889
16,3,6,85,10,11,143,2,3,3,546,1105,1105,1,3,0,0,1,1,11.8130300574206
16,3,6,88,15,16,30,2,3,4,1270,1478,1478,2,3,2,4,1,2,11.9671807372478
16,3,6,86,15,16,82,2,4,1,0,160,1142,1,3,1,4,2,1,11.6395581159036
16,3,5,77,7,7,0,2,3,3,375,832,1268,1,3,1,4,1,1,11.7981044072039
16,1,6,78,15,16,0,2,3,3,621,795,1133,1,3,0,0,1,2,11.7636841833174
16,1,5,78,14,16,0,2,3,3,180,1208,1904,1,3,0,0,1,1,11.8350089641393
16,3,5,86,4,11,0,2,3,2,504,1029,1339,1,3,0,0,1,1,11.8422292121128
16,8,5,87,4,11,0,2,4,6,433,528,1183,1,3,0,0,2,1,11.8350089641393
16,3,5,87,4,11,0,2,3,4,1148,1148,1148,1,3,0,0,1,1,11.7943379244084
16,1,4,77,9,9,0,2,3,1,0,832,1461,2,3,0,3,1,1,11.8018567568224
16,1,6,76,9,9,0,2,3,2,120,864,1495,1,3,0,3,1,2,11.8130300574206
16,6,6,92,7,7,420,2,3,1,0,780,1806,1,3,0,3,1,2,11.8827633954352
16,7,5,106,10,11,124,2,4,6,941,941,941,1,4,0,0,1,2,11.8844890214027
16,3,5,90,9,9,0,2,3,1,0,894,894,1,3,0,0,1,1,11.6036798282387
21,1,6,54,9,9,0,2,3,3,468,818,1224,1,3,0,0,1,1,11.6526874073454
21,6,5,38,15,16,0,3,3,1,0,440,1230,1,3,0,2,1,2,11.6082356447746
21,1,6,63,15,16,0,3,3,1,0,901,1378,1,4,0,0,1,1,11.7667921889273
21,6,6,38,15,16,0,2,3,2,633,972,1944,2,3,0,0,1,2,11.5473268916876
21,1,5,69,15,16,0,2,3,1,0,676,1131,1,3,0,0,1,1,11.1049572266439
21,1,5,38,14,15,0,2,3,1,0,240,1306,1,4,0,0,1,2,11.7752897294377
21,6,5,38,14,15,0,2,3,1,0,504,1464,2,3,0,0,0,0,11.7675676833438
21,6,5,67,15,16,0,1,3,5,421,690,1558,1,3,1,4,1,2,11.9183905730784
21,6,5,20,15,16,0,5,3,1,0,994,2372,2,3,0,0,2,1,11.5852461265499
21,6,4,48,1,1,0,1,2,1,0,600,1701,2,2,0,4,1,0,11.4568840740866
21,6,5,80,15,16,360,2,3,1,0,960,1960,2,3,0,4,1,2,11.7320609948869
21,6,7,74,7,7,0,2,3,1,0,651,1389,1,3,2,4,1,1,11.8130300574206
21,1,5,38,9,9,0,1,2,1,0,801,1447,1,3,0,0,3,0,11.5424842672118
21,3,4,81,9,9,0,2,2,1,0,936,936,1,3,0,0,1,2,11.4403547721354
21,1,5,78,15,16,0,2,3,4,384,768,1328,1,3,0,0,1,1,11.7714361601217
21,1,5,82,15,16,0,2,3,1,0,811,1387,2,4,0,0,1,1,11.4403547721354
21,3,4,48,9,9,0,1,2,1,0,861,861,1,3,0,0,1,2,11.289781913656
21,3,2,68,9,9,0,1,4,5,0,0,612,1,3,0,4,1,1,10.7144177687525
21,1,3,38,14,15,0,1,3,1,0,600,968,1,3,0,0,1,0,10.5427063910705
21,3,5,66,9,9,0,1,2,1,0,190,886,1,3,0,0,1,1,11.4219060665831
21,6,4,48,9,9,0,1,3,1,0,736,1452,2,3,0,3,0,0,11.6351430976945
21,6,4,38,14,15,0,1,2,1,0,677,1510,2,4,0,4,1,2,11.3793940723457
21,1,5,75,1,1,0,2,3,2,312,720,1284,1,3,0,3,1,1,11.6082356447746
21,5,5,26,1,1,0,3,3,1,0,849,2138,2,3,0,0,1,2,11.5711943730942
21,6,7,8,13,14,0,5,3,1,0,1240,2640,1,4,1,4,1,4,12.4911726372789
21,6,6,28,13,4,0,1,2,1,0,917,2007,2,5,0,3,1,1,11.982929094216
21,6,6,45,13,14,0,1,3,1,0,624,1288,1,5,1,4,1,1,11.6868787720937
21,6,8,10,15,16,0,1,3,4,216,916,1742,1,4,1,4,1,2,12.0317192583854
21,3,4,38,13,14,0,1,3,1,0,624,816,1,3,1,4,0,0,10.9767820332199
21,6,7,48,14,15,0,3,3,5,624,650,1482,1,3,0,4,1,2,11.870599909242
21,3,5,38,9,14,0,1,3,5,247,1022,1022,1,3,0,0,1,1,11.3504065354725
21,1,5,18,14,15,0,1,3,2,1088,1088,1869,1,3,0,0,1,2,11.7352686961137
21,1,6,48,9,9,0,1,3,1,0,972,1480,1,3,0,0,1,1,11.6868787720937
12,3,4,48,15,16,0,2,3,3,495,720,720,1,3,0,0,0,0,10.4602421081905
12,3,3,28,1,1,0,2,2,1,0,245,797,1,3,0,0,1,0,10.6919449129004
4,6,5,51,15,16,0,2,3,6,1309,1324,1576,1,4,1,3,2,2,12.3171666930358
4,3,6,51,9,9,0,1,3,1,0,1022,1432,1,4,1,4,1,1,11.9117015849276
4,1,7,53,15,16,0,1,3,1,0,952,1548,2,5,0,0,1,2,12.2307652581205
4,1,5,58,16,17,0,2,3,1,0,297,1654,2,3,1,4,1,1,11.8277362048103
4,2,6,44,15,16,0,1,3,1,0,952,952,1,2,1,4,1,1,11.7035458245789
4,1,4,64,9,9,0,1,3,4,672,672,1324,1,3,0,0,1,1,11.7597855429018
4,1,6,65,9,9,0,1,3,1,0,698,1176,1,3,0,2,1,2,11.8122890421958
4,1,5,53,15,16,0,1,3,1,0,884,1348,1,3,1,2,1,1,11.6699292137799
4,1,6,67,9,9,0,2,3,1,0,780,1412,1,3,1,4,1,1,11.7943379244084
4,1,5,52,13,14,444,1,3,3,220,468,1142,1,3,0,2,3,1,11.4403547721354
4,2,6,54,15,16,0,3,3,1,0,884,904,1,3,0,0,1,1,11.6868787720937
4,3,5,52,15,16,0,3,3,2,405,1145,1301,1,2,0,0,1,2,11.5129254649702
4,1,5,64,15,16,0,1,3,1,0,927,1539,1,3,0,4,1,2,11.8600549960654
4,3,2,64,1,1,0,1,3,1,0,264,800,1,2,1,1,1,0,11.0020998412042
