"Neighborhood","House.Style","Overall.Qual","Year.Built","Exterior.1st","Exterior.2nd","Mas.Vnr.Area","Foundation","Bsmt.Qual","BsmtFin.Type.1","BsmtFin.SF.1","Total.Bsmt.SF","Gr.Liv.Area","Full.Bath","Kitchen.Qual","Fireplaces","Fireplace.Qu","Garage.Finish","Garage.Cars","SalePrice"
16,1,6,76,9,9,0,2,7,6,120,864,1495,1,5,0,6,5,2,11.8130300574206
16,6,6,92,7,7,420,2,7,8,0,780,1806,1,5,0,6,5,2,11.8827633954352
16,7,5,106,10,11,124,2,5,5,941,941,941,1,3,0,1,5,2,11.8844890214027
16,3,6,91,7,7,0,2,7,3,826,1045,1045,1,5,1,3,4,1,11.7519423654407
16,3,5,90,9,9,0,2,7,8,0,894,894,1,5,0,1,5,1,11.6036798282387
21,1,6,54,9,9,0,2,7,7,468,818,1224,1,5,0,1,5,1,11.6526874073454
21,6,5,38,15,16,0,3,7,8,0,440,1230,1,5,0,3,5,2,11.6082356447746
21,1,6,63,15,16,0,3,7,8,0,901,1378,1,3,0,1,5,1,11.7667921889273
21,6,6,38,15,16,0,2,7,6,633,972,1944,2,5,0,1,5,2,11.5473268916876
21,1,5,69,15,16,0,2,7,8,0,676,1131,1,5,0,1,5,1,11.1049572266439
21,1,5,38,14,15,0,2,7,8,0,240,1306,1,3,0,1,5,2,11.7752897294377
21,6,5,38,14,15,0,2,7,8,0,504,1464,2,5,0,1,2,0,11.7675676833438
21,6,5,67,15,16,0,1,7,2,421,690,1558,1,5,1,4,5,2,11.9183905730784
21,6,5,20,15,16,0,5,7,8,0,994,2372,2,5,0,1,4,1,11.5852461265499
21,6,4,48,1,1,0,1,4,8,0,600,1701,2,2,0,4,5,0,11.4568840740866
21,6,5,80,15,16,360,2,7,8,0,960,1960,2,5,0,4,5,2,11.7320609948869
21,6,7,74,7,7,0,2,7,8,0,651,1389,1,5,2,4,5,1,11.8130300574206
21,1,5,38,9,9,0,1,4,8,0,801,1447,1,5,0,1,3,0,11.5424842672118
21,3,4,81,9,9,0,2,4,8,0,936,936,1,5,0,1,5,2,11.4403547721354
21,1,5,78,15,16,0,2,7,3,384,768,1328,1,5,0,1,5,1,11.7714361601217
21,1,5,82,15,16,0,2,7,8,0,811,1387,2,3,0,1,5,1,11.4403547721354
21,3,4,48,9,9,0,1,4,8,0,861,861,1,5,0,1,5,2,11.289781913656
21,3,2,68,9,9,0,1,5,2,0,0,612,1,5,0,4,5,1,10.7144177687525
21,1,3,38,14,15,0,1,7,8,0,600,968,1,5,0,1,5,0,10.5427063910705
21,3,5,66,9,9,0,1,4,8,0,190,886,1,5,0,1,5,1,11.4219060665831
21,3,5,51,13,14,0,3,4,8,0,624,792,1,5,0,4,5,1,11.5079129231467
21,6,4,48,9,9,0,1,7,8,0,736,1452,2,5,0,6,2,0,11.6351430976945
21,6,4,38,14,15,0,1,4,8,0,677,1510,2,3,0,4,5,2,11.3793940723457
21,1,5,75,1,1,0,2,7,6,312,720,1284,1,5,0,6,5,1,11.6082356447746
21,5,5,26,1,1,0,3,7,8,0,849,2138,2,5,0,1,5,2,11.5711943730942
21,6,7,8,13,14,0,5,7,8,0,1240,2640,1,3,1,4,5,4,12.4911726372789
21,6,6,28,13,4,0,1,4,8,0,917,2007,2,1,0,6,5,1,11.982929094216
21,6,6,45,13,14,0,1,7,8,0,624,1288,1,1,1,4,5,1,11.6868787720937
21,6,8,10,15,16,0,1,7,3,216,916,1742,1,3,1,4,5,2,12.0317192583854
21,3,4,38,13,14,0,1,7,8,0,624,816,1,5,1,4,2,0,10.9767820332199
21,6,7,48,14,15,0,3,7,2,624,650,1482,1,5,0,4,5,2,11.870599909242
21,3,5,38,9,14,0,1,7,2,247,1022,1022,1,5,0,1,5,1,11.3504065354725
21,1,5,18,14,15,0,1,7,6,1088,1088,1869,1,5,0,1,5,2,11.7352686961137
21,1,6,48,9,9,0,1,7,8,0,972,1480,1,5,0,1,5,1,11.6868787720937
21,6,6,38,9,9,0,3,7,8,0,741,1521,1,3,0,1,5,3,11.8947807074393
12,3,4,48,15,16,0,2,7,7,495,720,720,1,5,0,1,2,0,10.4602421081905
12,3,3,28,1,1,0,2,4,8,0,245,797,1,5,0,1,5,0,10.6919449129004
4,6,5,51,15,16,0,2,7,5,1309,1324,1576,1,3,1,6,4,2,12.3171666930358
4,3,6,51,9,9,0,1,7,8,0,1022,1432,1,3,1,4,5,1,11.9117015849276
4,1,7,53,15,16,0,1,7,8,0,952,1548,2,1,0,1,5,2,12.2307652581205
4,1,5,58,16,17,0,2,7,8,0,297,1654,2,5,1,4,5,1,11.8277362048103
4,2,6,44,15,16,0,1,7,8,0,952,952,1,2,1,4,5,1,11.7035458245789
4,1,4,64,9,9,0,1,7,3,672,672,1324,1,5,0,1,5,1,11.7597855429018
4,1,6,65,9,9,0,1,7,8,0,698,1176,1,5,0,3,5,2,11.8122890421958
4,1,5,53,15,16,0,1,7,8,0,884,1348,1,5,1,3,5,1,11.6699292137799
4,1,6,67,9,9,0,2,7,8,0,780,1412,1,5,1,4,5,1,11.7943379244084
4,1,5,52,13,14,444,1,7,7,220,468,1142,1,5,0,3,3,1,11.4403547721354
4,2,6,54,15,16,0,3,7,8,0,884,904,1,5,0,1,5,1,11.6868787720937
4,3,5,52,15,16,0,3,7,6,405,1145,1301,1,2,0,1,5,2,11.5129254649702
4,1,5,64,15,16,0,1,7,8,0,927,1539,1,5,0,4,5,2,11.8600549960654
4,1,4,63,1,1,0,1,7,8,0,884,1573,1,3,0,3,5,1,11.7981044072039
4,3,2,64,1,1,0,1,7,8,0,264,800,1,2,1,5,5,0,11.0020998412042
4,3,5,59,15,16,0,1,7,3,209,715,875,1,5,0,1,5,1,11.5617156291397
4,3,5,53,9,9,0,1,7,8,0,960,995,1,5,0,4,5,1,11.6526874073454
4,1,5,66,15,16,0,1,7,6,273,952,1582,2,5,1,4,5,1,11.9183905730784
4,3,5,53,15,16,0,1,7,6,134,1072,1072,1,5,0,4,5,5,11.7479975871497
4,5,6,44,15,17,0,1,7,8,0,844,2134,2,3,0,1,5,2,12.2760650173502
4,6,7,38,7,7,0,1,5,8,0,728,2019,1,3,0,6,5,2,12.0287386302473
21,6,6,43,9,9,0,3,7,8,0,1048,1768,2,5,0,1,5,2,11.9511803959014
21,6,7,43,13,14,0,3,7,2,299,910,1826,1,1,1,4,5,1,11.9511803959014
21,6,7,43,15,16,0,1,7,8,0,672,1944,2,5,0,1,5,1,12.1001564199386
21,4,6,40,15,16,0,2,7,8,0,755,2229,1,5,0,1,2,0,11.5521461781235
21,6,5,50,9,9,0,1,7,8,0,1040,2128,2,5,0,1,5,0,11.0429218357245
12,6,6,55,10,11,0,2,7,3,522,720,1930,2,5,0,4,5,1,11.9117015849276
12,1,4,53,9,9,0,2,7,3,152,780,1208,1,5,0,1,5,2,11.5424842672118
21,6,6,43,15,16,0,1,7,8,0,483,1427,1,3,0,1,5,1,11.7199396343546
21,5,7,30,9,9,188,1,7,7,169,1020,1864,2,5,0,4,4,0,11.4876076569859
12,1,6,55,9,9,0,1,7,8,0,1204,1666,1,5,0,4,5,1,11.8130300574206
12,7,4,51,9,9,0,3,5,3,749,858,892,1,3,0,1,5,0,11.1562505210315
12,6,6,43,9,9,0,2,7,7,276,698,1403,1,5,0,1,5,1,11.6613454700885
22,3,4,74,9,9,0,2,4,8,0,560,704,1,2,0,1,5,1,11.3935787073377
8,3,5,115,10,11,0,2,5,5,1200,1200,1200,3,5,0,4,2,0,12.0951410848229
8,3,5,115,10,11,0,2,5,5,1200,1200,1200,3,5,0,1,5,0,12.0951410848229
8,7,5,106,10,11,0,3,5,5,1152,1152,1152,2,5,0,1,5,1,11.982303898822
8,3,1,50,15,16,0,1,4,3,350,683,904,0,2,0,1,4,0,11.0186291431554
8,6,6,53,15,16,0,1,7,3,551,672,1369,2,5,0,6,5,1,11.5482926088075
8,1,5,62,9,9,0,3,7,8,0,585,1112,2,5,0,1,5,1,11.0508900053737
22,8,5,91,7,7,0,2,5,2,444,520,1464,2,5,1,6,4,2,12.0725412529057
22,3,5,91,14,15,0,3,7,7,651,1121,1121,1,5,0,1,5,2,11.8422292121128
22,6,6,106,7,7,92,2,7,6,226,918,1683,2,5,1,6,4,2,12.0581525154536
22,3,5,95,7,7,172,2,7,3,527,1052,1052,1,5,1,5,3,1,11.6395581159036
22,3,5,95,7,7,89,3,7,2,450,864,899,1,3,0,1,3,1,11.7752897294377
22,7,6,106,10,7,23,2,5,5,456,456,1034,1,5,1,3,3,2,11.9177236840907
22,7,5,110,15,16,0,2,5,5,685,858,858,1,5,0,4,5,2,11.8122890421958
22,7,5,110,7,7,0,2,7,2,672,840,860,1,5,0,4,5,2,11.8277362048103
22,3,5,90,15,16,116,2,7,6,170,1092,1092,1,5,1,5,5,1,11.8422292121128
22,8,5,89,7,7,0,2,7,8,0,552,1774,2,5,1,6,5,1,12.0137007528827
22,8,6,88,15,16,54,2,7,3,588,1138,1138,1,5,1,6,4,2,11.9049675527463
5,8,5,84,15,16,366,2,7,8,0,825,2071,1,5,1,6,5,1,12.0137007528827
22,3,2,75,15,16,0,4,7,4,0,0,660,1,2,0,4,5,0,11.0650746403656
5,1,4,85,15,16,0,2,7,8,0,1104,1788,1,5,2,6,5,1,11.9922604216448
5,3,5,96,15,16,0,2,7,5,1324,1437,1473,1,1,2,4,5,1,11.870599909242
8,3,4,84,14,15,0,2,7,2,1059,1134,1229,1,5,0,1,4,1,11.8130300574206
8,3,4,68,14,15,0,2,7,3,262,861,861,1,5,0,1,5,2,11.3205535723228
5,3,5,83,15,16,0,2,7,6,379,1617,1867,1,5,3,4,3,1,12.1547793511426
8,3,3,83,4,16,0,4,7,4,0,0,1733,2,5,1,4,5,2,11.8465364693104
8,3,4,82,14,15,0,2,7,4,0,0,1383,1,5,0,1,5,2,11.7117763237154
8,3,6,84,15,16,0,2,7,8,0,1436,1689,1,5,1,4,5,2,11.7558716435806
8,3,5,84,9,9,0,2,7,7,257,1073,1073,1,5,0,4,5,1,11.7076695417627
8,3,5,86,3,3,0,2,7,8,0,1276,1276,1,5,0,1,5,1,11.0020998412042
8,6,6,74,9,9,0,2,7,3,342,747,1639,1,3,1,4,5,1,11.9473019165728
8,3,4,69,9,9,0,2,7,7,344,672,672,1,5,0,3,5,1,11.6351430976945
8,3,5,82,15,16,0,2,5,3,173,1089,1089,1,5,1,4,4,1,11.7360690162844
8,3,4,85,15,16,0,4,5,7,0,0,845,1,5,0,1,5,1,11.3385720778255
8,3,5,112,7,7,149,2,5,5,552,1049,1049,2,3,0,4,3,1,11.8458198802436
8,1,5,77,15,16,0,2,7,6,292,768,1716,1,5,1,4,5,1,11.7829526021833
8,1,6,67,16,17,0,1,7,7,204,560,1258,1,5,0,6,5,1,11.5617156291397
8,6,4,68,9,9,0,2,7,8,0,755,1510,1,5,1,4,5,1,11.5898865061064
23,8,7,118,7,7,0,3,5,5,460,1054,1061,1,3,0,1,5,2,11.9953516142145
23,8,6,111,15,16,100,2,5,7,70,520,1338,1,3,1,5,5,2,11.9608112889623
23,1,8,111,15,16,0,2,5,5,1441,1496,2132,1,3,1,4,3,2,12.665394426429
23,3,7,118,7,7,234,2,5,2,485,2158,2196,2,3,1,6,4,3,12.5131896306206
23,6,7,121,7,7,137,3,5,2,513,740,1775,2,3,1,6,5,2,12.2690474446916
23,6,7,121,14,15,0,3,5,5,474,1079,1879,2,3,1,6,4,2,12.3879774488278
23,6,8,123,14,15,0,3,5,5,584,1128,2020,2,3,1,6,4,2,12.3863086958331
23,6,5,8,7,7,0,3,7,7,0,0,2016,1,5,1,6,5,2,11.7829526021833
23,3,5,107,7,7,0,4,2,6,0,0,1535,2,5,0,6,5,2,11.6865762053166
23,7,5,107,10,11,275,2,5,5,1086,1086,1224,0,5,2,6,5,2,11.9403933925547
23,6,5,107,7,7,0,4,2,8,0,0,2228,2,5,0,4,5,2,11.9048526812839
23,3,5,107,7,7,0,4,7,2,0,0,1535,2,5,0,1,5,2,11.6856847822605
23,3,5,107,10,11,0,4,2,4,0,0,1535,2,5,0,1,5,2,11.6856847822605
23,6,5,107,10,11,0,4,5,3,0,0,2240,2,5,0,1,5,2,11.8702711838891
23,7,5,107,10,11,216,2,5,5,1094,1094,1229,0,3,2,6,5,2,11.9071610911268
23,3,5,107,7,7,0,4,7,4,0,0,1513,2,5,0,1,5,2,11.6415121526662
23,6,7,128,14,15,23,3,3,5,820,1168,2787,4,5,2,6,3,4,12.5043236693312
23,6,7,128,14,15,23,3,3,5,820,1168,2787,4,5,2,6,3,4,12.5043236693312
23,6,7,128,14,15,23,3,3,5,820,1168,2787,4,5,2,6,3,4,12.5043236693312
6,3,9,137,14,15,242,3,3,5,1021,1555,1680,1,1,1,4,3,3,12.6862184189149
6,3,8,135,14,15,336,3,3,5,1288,1705,1718,2,3,1,4,4,3,12.6014874177848
6,3,8,136,14,15,270,3,3,8,0,1622,1630,2,1,1,4,4,3,12.5964004268844
6,3,9,136,14,15,364,3,3,5,1104,1720,1720,2,1,1,4,4,3,12.7128902478986
6,3,8,136,14,15,0,3,5,8,0,1468,1468,2,3,1,4,4,3,12.3879774488278
6,6,8,135,14,15,0,3,5,5,20,866,1768,2,3,0,1,4,2,12.2643415536542
6,3,8,135,14,15,352,3,3,5,1359,1838,1838,2,3,2,4,4,2,12.5153938930854
6,3,9,135,14,15,0,3,3,8,0,1800,1800,2,1,0,4,3,2,12.3842188309136
6,3,7,134,14,15,180,3,5,5,1334,1604,1604,2,3,1,4,4,2,12.3013828253345
6,3,7,135,14,15,0,3,5,5,902,1282,1290,2,3,1,4,4,2,12.2060726455302
6,3,8,136,14,15,140,3,5,5,872,1254,1254,2,3,0,1,4,3,12.3095313538984
6,3,7,135,14,15,82,3,5,5,724,1232,1232,2,3,0,4,4,2,12.1781874420406
6,3,8,133,14,15,76,3,3,5,24,1498,1498,2,3,1,4,3,3,12.3758154201173
6,6,6,133,14,15,0,3,5,8,0,704,1422,2,3,1,4,3,2,12.0610468734799
23,8,7,117,15,16,145,3,5,5,1518,1518,1644,2,3,1,6,3,2,12.5245263766487
5,6,7,120,14,15,0,3,5,5,800,1449,1759,2,3,1,6,5,2,12.3609373560911
5,6,5,95,10,11,0,3,7,6,249,1013,2126,2,5,0,3,3,2,12.1281111040605
6,3,5,124,14,15,0,3,5,5,732,1040,1040,1,3,0,1,5,2,11.9316357998284
6,3,5,122,14,15,0,3,7,2,755,990,990,1,5,0,4,4,1,11.870599909242
6,6,6,125,14,15,0,3,5,5,821,928,1764,2,3,0,1,4,2,12.3523351525084
6,6,7,124,14,15,0,3,5,5,385,799,1661,2,3,1,6,4,2,12.2643415536542
6,3,7,126,14,15,0,3,5,5,950,1463,1463,2,5,0,4,3,2,12.2404740722475
6,3,5,122,14,15,0,3,5,8,0,1097,1097,1,5,0,1,5,2,11.8844890214027
6,3,5,122,14,15,0,3,5,2,746,990,990,1,5,0,5,5,2,11.8350089641393
6,6,7,126,14,15,0,3,5,8,0,866,1779,2,3,0,4,4,2,12.1955171315907
6,3,7,127,14,15,183,3,5,5,679,1490,1501,2,3,0,1,4,2,12.2258752728264
6,3,7,127,14,15,0,3,5,5,560,1431,1431,2,3,0,1,3,2,12.1652506510099
6,6,6,126,14,15,120,3,5,5,606,928,1772,2,5,1,6,4,2,12.2060726455302
6,6,7,130,14,15,95,3,5,8,0,831,1660,2,3,0,1,4,2,12.1807548375459
6,3,7,130,14,15,110,3,5,5,788,1573,1573,2,3,0,6,4,2,12.3327052964635
6,6,7,129,14,15,0,3,5,5,666,944,1840,2,3,0,5,4,2,12.3458345879053
6,3,7,129,14,15,0,3,5,8,0,1413,1430,2,3,0,4,4,2,12.1393985122622
6,3,7,130,14,15,68,3,5,5,1259,1431,1444,2,3,0,1,4,2,12.2209612580239
6,3,7,129,14,15,180,3,5,5,24,1492,1492,2,3,1,6,4,2,12.2110601870412
6,3,5,106,7,7,136,2,5,7,616,1040,1040,2,5,0,4,2,0,11.7280368445872
6,3,5,106,9,9,76,1,5,5,625,907,907,1,5,0,6,5,1,11.8493977015914
6,3,5,107,7,7,40,2,7,2,710,914,914,1,5,0,4,5,2,11.8122890421958
6,3,5,105,7,7,0,2,5,6,532,1040,1040,2,3,0,6,5,2,11.9217183631711
6,3,5,106,14,15,90,2,7,2,646,864,864,1,5,0,4,5,1,11.8240798936072
6,3,5,105,7,11,0,2,5,2,196,1268,1268,1,3,0,2,5,1,11.8740903141818
6,3,5,100,7,11,0,2,7,3,460,864,864,1,5,1,3,5,1,11.8018567568224
6,3,5,100,9,9,0,2,7,7,777,894,894,1,5,0,1,4,2,11.7199396343546
6,7,5,100,16,7,0,2,5,5,660,768,768,1,5,0,6,3,1,11.8048485316793
6,7,5,100,7,17,0,2,5,5,656,768,768,1,5,0,5,5,2,11.7981044072039
6,3,7,130,14,15,0,3,5,5,1234,1569,1611,2,3,0,4,4,3,12.4292161968444
6,6,8,131,14,15,198,3,5,8,0,1068,2184,2,3,1,4,4,2,12.448037951085
6,3,8,129,14,15,0,3,5,8,0,1753,1788,2,1,1,6,4,2,12.3737034869141
6,6,8,129,14,15,108,3,5,5,990,1299,1872,2,1,1,6,4,2,12.4741895624871
6,6,9,128,14,15,204,3,3,5,904,1440,2153,2,1,2,2,3,3,12.6539584695223
6,6,7,130,14,15,101.896800825593,3,5,8,0,840,1725,2,3,0,6,4,2,12.1985443791094
6,6,7,129,14,15,0,3,5,8,0,944,1870,2,3,0,1,4,2,12.2596134124582
6,3,8,127,14,15,260,3,5,5,1246,1462,1513,2,3,1,6,3,2,12.3013828253345
6,3,7,124,14,15,196,3,5,5,690,1504,1504,2,3,1,6,3,2,12.2209612580239
6,3,8,130,7,7,164,3,3,5,1360,1822,1828,2,3,1,4,3,2,12.5407575715773
6,3,7,125,14,15,209,3,5,5,1111,1417,1417,2,3,1,6,5,2,12.2548628096996
6,6,7,125,14,15,573,3,5,5,739,1057,2034,2,3,0,4,4,2,12.2991075114974
6,6,7,124,14,15,0,3,5,8,0,880,1716,2,3,1,6,4,2,12.1600287070288
6,3,7,129,14,15,0,3,5,8,0,1212,1212,2,3,0,3,4,2,12.0895388292742
6,3,7,128,14,15,171,3,5,8,0,1630,1630,2,3,1,6,5,2,12.2690474446916
6,3,6,131,14,15,170,3,5,5,685,848,848,1,3,0,1,3,2,11.8775685785581
6,3,6,131,14,15,170,3,5,5,685,848,848,1,3,0,4,3,2,11.8493977015914
6,3,8,135,14,15,180,3,5,5,1478,1578,1602,2,3,1,4,4,3,12.5886102489946
6,6,7,132,14,15,0,3,5,8,0,864,1728,2,3,0,1,4,2,12.1547793511426
6,3,7,132,14,15,210,3,5,5,20,1500,1500,2,3,0,1,4,2,12.1547793511426
6,6,6,133,14,15,0,3,5,5,193,738,1476,2,3,0,1,3,2,12.0639328783691
6,6,6,135,14,15,0,3,5,8,0,608,1396,2,3,1,4,3,2,12.0435537160324
8,3,4,77,14,15,0,2,2,5,0,0,1126,2,3,0,1,3,2,11.5898865061064
8,3,5,92,9,9,0,3,7,3,637,1486,1486,1,5,0,1,3,2,12.0257490913989
8,3,4,66,9,9,0,2,7,2,690,816,816,1,5,1,4,5,1,11.5129254649702
8,7,7,131,7,7,500,4,7,4,0,0,1922,3,3,1,2,4,2,12.1985443791094
8,6,6,105,7,11,140,2,7,3,535,690,1426,1,5,0,1,3,2,11.979799201207
8,3,4,88,7,7,0,2,7,5,399,1014,1149,1,5,0,1,3,1,11.7519423654407
8,8,6,104,9,9,255,2,7,2,631,1041,1125,1,5,1,3,5,1,11.7360690162844
8,3,9,135,6,6,340,3,3,5,1234,1698,1698,2,1,1,4,3,3,12.6760762747759
8,7,6,133,14,15,80,6,5,5,547,547,1072,1,5,0,6,3,2,11.8879313655937
8,3,5,75,14,15,0,2,7,8,0,698,698,1,5,0,1,5,0,11.6784399034478
8,3,4,87,1,1,0,2,7,6,332,876,876,1,5,0,6,5,1,11.3504065354725
8,3,5,78,9,9,0,2,4,7,1078,1078,1368,1,5,0,1,4,1,11.6952470217642
8,1,4,73,16,17,0,4,5,8,0,0,1529,2,5,0,6,5,1,11.4927227576527
8,3,5,50,15,16,0,3,4,8,0,864,864,1,5,0,4,2,0,11.5119249646366
8,3,3,80,3,3,0,4,7,5,0,0,944,1,2,0,1,5,2,11.3144745262464
8,3,5,87,14,15,74,2,7,8,0,1678,1678,2,5,0,1,2,0,11.6944133410156
8,3,5,84,7,7,259,2,7,7,546,1150,1560,1,5,1,6,5,1,11.5473268916876
8,3,4,84,1,1,0,2,7,8,0,672,960,1,5,0,1,5,1,11.6262541502772
8,1,6,48,15,16,0,1,7,8,0,684,1196,1,3,0,1,5,2,11.6082356447746
8,1,5,69,15,16,0,2,7,7,626,720,1298,1,5,2,4,5,1,11.7117763237154
8,1,5,69,15,16,0,2,7,6,408,984,1604,2,5,0,1,5,2,11.6699292137799
26,1,5,66,9,9,88,3,7,6,832,832,1268,1,5,2,4,5,1,11.982929094216
26,1,5,60,14,14,0,1,7,7,182,793,1520,1,5,0,4,5,1,11.9793853224676
26,3,2,48,15,16,0,2,7,7,290,290,438,1,2,0,4,5,1,11.0020998412042
26,1,6,68,14,15,0,1,7,8,0,778,1489,2,5,1,4,5,1,11.8458198802436
26,4,7,48,15,11,0,1,7,5,523,824,3082,2,5,2,6,3,2,12.1909590077201
26,6,6,63,15,16,0,1,7,8,0,583,1242,1,5,1,4,5,1,11.5617156291397
26,1,4,56,16,11,0,1,7,3,622,1122,1981,2,3,2,6,5,2,11.8130300574206
7,3,6,44,13,14,0,1,7,8,0,816,1232,1,3,1,4,5,2,11.901583454762
26,1,6,53,16,17,0,1,7,3,264,976,1608,2,3,1,4,5,1,11.8310154935934
26,6,7,64,15,16,0,3,5,2,350,560,1135,1,3,0,6,4,2,11.9511803959014
7,1,6,56,4,13,0,1,7,8,0,896,1913,1,5,1,6,5,2,12.083905011556
26,1,7,56,15,16,0,1,7,8,0,861,1477,2,5,1,4,5,1,11.8844890214027
7,6,7,46,15,16,0,1,7,8,0,600,1228,1,5,1,4,5,1,11.8277362048103
7,6,7,54,9,9,0,1,5,8,0,1276,2080,1,3,2,4,5,1,12.3630763943398
7,1,5,68,15,16,0,2,7,2,728,840,1567,1,5,2,6,5,2,12.2307652581205
7,6,6,70,15,16,0,2,7,3,547,771,1494,1,3,2,4,5,1,12.0867258878976
7,1,5,68,9,9,0,1,7,7,428,728,1308,1,5,2,6,5,1,11.982929094216
7,3,5,88,9,9,0,2,7,7,793,1273,1273,1,5,0,1,5,1,11.9511803959014
7,3,5,49,15,16,0,1,5,2,713,876,964,1,5,0,6,5,2,12.0045682693194
7,1,5,49,15,16,0,1,7,8,0,731,1343,1,5,1,4,5,1,11.950535026405
7,5,7,68,15,16,0,1,7,6,246,920,2480,2,5,2,4,5,2,12.2307652581205
7,3,5,82,4,4,0,1,7,7,154,1112,1112,1,5,1,4,5,1,11.8831087589338
7,6,7,69,9,9,0,2,7,7,275,704,1564,1,2,1,4,5,1,12.0696800206246
7,3,6,88,7,11,132,2,7,6,65,1561,1561,2,5,1,4,3,2,12.170445467887
7,1,5,77,3,3,0,1,7,3,312,1067,1523,2,2,1,6,5,1,11.9703503120091
7,3,6,78,7,7,0,2,7,8,0,1092,1152,1,3,1,4,5,1,11.9735098722995
7,3,6,82,7,7,420,3,7,6,784,1310,1906,1,5,2,4,5,2,12.3194013308372
2,6,6,108,9,9,0,2,7,8,0,516,1032,1,5,1,6,5,2,11.6526874073454
2,6,6,108,9,9,0,2,5,2,471,561,1229,1,3,1,6,3,2,11.8277362048103
2,6,6,108,9,9,0,2,5,8,0,561,1229,1,5,1,6,3,2,11.7035458245789
2,6,6,108,9,9,0,2,5,2,285,561,1229,1,5,1,6,3,2,11.7280368445872
7,8,6,114,14,15,242,2,7,2,454,572,1982,2,5,1,6,3,2,12.2452933586835
7,3,7,99,4,4,0,2,5,5,803,1803,2365,2,1,2,4,3,2,12.6603279178078
7,3,6,116,15,11,260,2,5,5,808,880,1680,2,3,1,4,3,2,12.3104326608544
12,6,5,48,14,15,0,2,7,7,456,672,1344,1,5,0,1,5,1,11.8981878657609
12,6,5,28,1,1,0,1,7,8,0,760,2168,2,3,0,1,5,2,11.7199396343546
12,6,5,48,15,17,0,3,7,8,0,596,1192,1,5,0,1,5,1,11.2644641056717
12,1,3,43,10,11,0,2,7,8,0,1013,1526,1,2,0,4,4,0,11.3504065354725
12,3,4,53,9,9,0,1,7,8,0,572,572,1,5,0,1,5,1,11.2252433925184
7,3,8,135,6,6,174,3,3,5,1476,1596,1648,2,1,1,4,3,2,12.3458345879053
12,3,2,38,15,16,0,2,2,4,0,0,810,1,5,0,4,5,1,10.961711780299
15,6,8,128,6,6,0,3,5,2,445,1107,2052,2,3,1,6,3,3,12.4332082181139
15,1,7,131,14,15,0,3,3,5,1351,1434,2149,1,3,1,2,4,2,12.3870850123755
15,3,7,132,14,15,108,3,3,8,0,1710,1710,2,3,1,4,3,2,12.3883942023241
15,6,6,129,14,15,0,3,3,2,690,804,1961,2,3,1,6,3,2,12.2783933071098
15,7,6,105,10,11,0,2,7,2,767,902,926,1,5,1,6,5,1,11.960491749097
15,7,6,105,10,11,0,2,5,5,841,957,1287,1,5,2,3,4,2,12.0610468734799
15,1,5,105,10,11,0,2,7,5,0,0,1734,2,3,0,1,5,2,11.7440371859336
15,8,7,118,7,7,0,3,5,5,611,1188,1217,2,3,0,1,5,2,12.0610468734799
15,3,5,119,7,7,0,3,5,3,55,1582,1595,2,5,0,1,5,2,11.9316357998284
27,8,6,86,7,7,541,2,7,5,111,819,1344,1,3,1,4,4,2,11.8313791960888
27,3,7,93,4,4,0,2,5,2,1236,2136,2036,2,5,2,4,4,2,12.8346813049525
27,3,9,135,14,15,70,3,3,5,1022,1620,1620,2,1,1,2,3,3,12.6619139609634
27,6,7,137,14,15,0,3,3,8,0,846,1692,2,3,0,6,4,2,12.3216309861644
27,3,9,136,6,6,246,2,3,5,1758,2190,2036,2,1,1,2,3,3,12.9239124386805
27,3,9,136,6,6,406,3,3,5,1115,1641,1641,2,1,0,1,3,3,12.6650785205664
27,3,8,135,14,15,0,3,5,5,16,1466,1466,2,3,0,1,3,3,12.2110601870412
27,3,6,116,7,7,0,2,5,5,1005,1392,1412,2,3,1,6,5,2,12.0725412529057
27,6,6,108,9,9,0,3,5,2,462,712,2237,2,3,1,6,3,2,12.2258752728264
27,8,7,115,10,11,310,3,5,5,904,1645,1479,2,3,1,3,3,2,12.2713921116508
27,3,8,129,14,15,136,3,3,5,1005,1267,1296,2,3,0,1,3,2,12.3013828253345
27,6,7,131,14,15,0,3,5,8,0,912,2014,2,3,0,1,3,2,12.0435537160324
27,3,9,134,14,15,584,3,3,5,1260,1838,1838,2,1,1,4,3,3,12.6603279178078
27,3,9,135,6,6,290,3,3,5,1640,1978,1978,2,1,1,4,3,3,12.9598444479066
15,3,5,96,7,7,182,2,7,2,532,1008,1008,1,3,0,1,5,1,11.8458198802436
15,3,5,88,7,7,75,4,2,2,0,0,1771,1,5,1,6,5,2,11.6526874073454
15,3,6,126,14,15,320,3,3,5,866,1204,1204,2,5,0,1,3,2,11.9953516142145
15,3,6,127,14,15,425,3,3,5,883,1224,1224,2,5,0,2,3,2,12.0137007528827
14,8,4,101,6,6,0,2,5,5,462,462,988,1,5,0,1,5,1,11.418614785499
15,3,5,96,7,7,0,2,7,3,510,864,874,1,5,0,1,4,1,11.7752897294377
14,7,4,98,6,6,0,2,5,5,515,630,630,1,3,0,4,5,1,11.3621025752356
15,3,5,97,7,7,176,2,7,3,594,1188,1404,2,5,1,5,5,2,11.982929094216
14,7,4,98,6,6,0,2,5,5,509,630,630,1,5,0,1,5,1,11.289781913656
